IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13,,,9.4,,16.6,13.0 [9.4-16.6],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13.1,,,10.6,,15.5,13.1 [10.6-15.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,13.2,,,9.2,,17.2,13.2 [9.2-17.2],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TCD,Chad,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,13.2,,,9.3,,17,13.2 [9.3-17.0],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,13.2,,,9.4,,16.9,13.2 [9.4-16.9],,The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13.3,,,9.7,,16.9,13.3 [9.7-16.9],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,13.4,,,11,,15.7,13.4 [11.0-15.7],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,13.4,,,8.1,,18.7,13.4 [8.1-18.7],,The most recent survey was conducted in 2019-20. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,NOR,Norway,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,13.5,,,11.3,,15.8,13.5 [11.3-15.8],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,13.6,,,10.1,,17.1,13.6 [10.1-17.1],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,13.7,,,9.2,,18.3,13.7 [9.2-18.3],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,HTI,Haiti,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,13.7,,,9.3,,18.1,13.7 [9.3-18.1],,The most recent survey was conducted in 2016-17. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13.8,,,10.2,,17.4,13.8 [10.2-17.4],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ISR,Israel,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,13.8,,,10.8,,16.8,13.8 [10.8-16.8],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,BLR,Belarus,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,13.9,,,10.3,,17.6,13.9 [10.3-17.6],,,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NER,Niger,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,14,,,8.2,,19.7,14.0 [8.2-19.7],,The most recent survey was conducted in 2012. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NAM,Namibia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.1,,,9.4,,18.9,14.1 [9.4-18.9],,The most recent survey was conducted in 2013. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.2,,,11.8,,16.6,14.2 [11.8-16.6],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,NOR,Norway,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.2,,,11.8,,16.7,14.2 [11.8-16.7],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CAN,Canada,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,14.3,,,11.7,,16.9,14.3 [11.7-16.9],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.3,,,7.5,,21.2,14.3 [7.5-21.2],,The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.3,,,8.7,,19.8,14.3 [8.7-19.8],,The most recent survey was conducted in 2013. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,14.4,,,9.5,,19.3,14.4 [9.5-19.3],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.6,,,10.9,,18.2,14.6 [10.9-18.2],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,LBR,Liberia,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,14.6,,,8.6,,20.6,14.6 [8.6-20.6],,The most recent survey was conducted in 2013. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.9,,,10.9,,18.8,14.9 [10.9-18.8],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,NOR,Norway,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,14.9,,,12.2,,17.7,14.9 [12.2-17.7],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,MEX,Mexico,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.9,,,12.4,,17.5,14.9 [12.4-17.5],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15,,,9.3,,20.8,15.0 [9.3-20.8],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2017-19. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MLI,Mali,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.1,,,11.1,,19.1,15.1 [11.1-19.1],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.2,,,12.2,,18.2,15.2 [12.2-18.2],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.3,,,10.7,,19.9,15.3 [10.7-19.9],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,15.4,,,11.2,,19.5,15.4 [11.2-19.5],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRA,Brazil,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.4,,,11.3,,19.5,15.4 [11.3-19.5],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COG,Congo,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15.4,,,8.4,,22.5,15.4 [8.4-22.5],,The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.4,,,9.8,,21,15.4 [9.8-21.0],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2017-18. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,15.5,,,11.6,,19.5,15.5 [11.6-19.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BLZ,Belize,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.6,,,10.2,,21,15.6 [10.2-21.0],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.9,,,10.3,,21.5,15.9 [10.3-21.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2014-15. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.9,,,9.6,,22.1,15.9 [9.6-22.1],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016-17. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,15.9,,,9.6,,22.2,15.9 [9.6-22.2],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,16.1,,,13.1,,19.1,16.1 [13.1-19.1],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.1,,,13.5,,18.6,16.1 [13.5-18.6],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.2,,,13.2,,19.3,16.2 [13.2-19.3],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.4,,,10.9,,21.9,16.4 [10.9-21.9],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.4,,,11.5,,21.4,16.4 [11.5-21.4],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MWI,Malawi,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.4,,,12.7,,20,16.4 [12.7-20.0],,The most recent survey was conducted in 2019-20. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.4,,,13.3,,19.5,16.4 [13.3-19.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,SWE,Sweden,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,16.4,,,13.5,,19.3,16.4 [13.5-19.3],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.5,,,11.9,,21.2,16.5 [11.9-21.2],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2017. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.5,,,12.4,,20.6,16.5 [12.4-20.6],,The most recent survey was conducted in 2017. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.7,,,12,,21.4,16.7 [12.0-21.4],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.7,,,12.7,,20.7,16.7 [12.7-20.7],,The most recent survey was conducted in 2020. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.9,,,10.8,,23,16.9 [10.8-23.0],,The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,16.9,,,13.1,,20.6,16.9 [13.1-20.6],,The most recent survey was conducted in 2019-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,17,,,13.5,,20.5,17.0 [13.5-20.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BDI,Burundi,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,17.1,,,10.5,,23.7,17.1 [10.5-23.7],,The most recent survey was conducted in 2016-17. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COM,Comoros,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,17.2,,,10.8,,23.6,17.2 [10.8-23.6],,The most recent survey was conducted in 2012. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,17.2,,,13.7,,20.7,17.2 [13.7-20.7],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,17.3,,,11.8,,22.9,17.3 [11.8-22.9],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,17.4,,,12,,22.8,17.4 [12.0-22.8],,The most recent survey was conducted in 2014. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CUB,Cuba,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,17.4,,,13.1,,21.7,17.4 [13.1-21.7],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,17.4,,,14.3,,20.6,17.4 [14.3-20.6],,,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,URY,Uruguay,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,17.5,,,14.3,,20.8,17.5 [14.3-20.8],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,17.6,,,10.6,,24.5,17.6 [10.6-24.5],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2016. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,17.8,,,11.2,,24.4,17.8 [11.2-24.4],,The most recent survey was conducted in 2018. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,18.5,,,15,,22,18.5 [15.0-22.0],,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,FIN,Finland,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,18.5,,,15.5,,21.5,18.5 [15.5-21.5],,The most recent survey was conducted in 2020-21. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,KEN,Kenya,Year,2022,false,Sex,Male,SEX_MLE,,,,,,,,,,18.7,,,13.6,,23.7,18.7 [13.6-23.7],,The most recent survey was conducted in 2015. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BWA,Botswana,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18.7,,,13.8,,23.6,18.7 [13.8-23.6],,The most recent survey was conducted in 2017. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18.7,,,14.1,,23.2,18.7 [14.1-23.2],,The most recent survey was conducted in 2019. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,USA,United States of America,Year,2022,false,Sex,Female,SEX_FMLE,,,,,,,,,,18.7,,,14.7,,22.7,18.7 [14.7-22.7],,The most recent survey was conducted in 2021. This is a projection.,EN,2024-01-15T21:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2022,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18.9,,,14.1,,23.7,18.9 [14.1-23.7],,The most recent survey was conducted in 2017-18. This is a projection.,EN,2024-01-15T21:00:00.000Z
